Paper ID,Title,URL,Summary,First Author,Publish Date,Update Date,Code URL,Stars
2410.18967v1,雪貂UI 2：跨平台通用用户界面的精通,http://arxiv.org/abs/2410.18967v1,构建一个通用的用户界面（UI）理解模型颇具挑战性，原因包括平台多样性、分辨率差异和数据限制等基础问题。在本文中，我们介绍了Ferret-UI 2，这是一个多模态大型语言模型（MLLM），旨在跨多种平台，包括iPhone、Android、iPad、网页和AppleTV，实现通用的UI理解。基于Ferret-UI的基础，Ferret-UI 2引入了三项关键创新：支持多种平台类型、通过自适应缩放的高分辨率感知，以及利用GPT-4o和视觉标记提示生成的高级任务训练数据。这些进步使Ferret-UI 2能够执行复杂的、以用户为中心的交互，使其在日益多样化的平台生态系统中具有高度的适应性和多功能性。在涵盖9个子任务×5个平台的指代理解、定位、用户中心的高级任务、GUIDE next-action预测数据集和GUI-World多平台基准上的广泛实证实验表明，Ferret-UI 2显著优于Ferret-UI，而且表现出强大的跨平台迁移能力。,李张恒,2024-10-24,2024-10-24,,N/A
2410.18966v1,数据污染检测对大型语言模型是否有效（效果良好）？一项关于检测假设的调查和评估,http://arxiv.org/abs/2410.18966v1,大型语言模型（LLMs）在各种基准测试中表现出色，显示出作为通用任务解决者的潜力。然而，由于LLMs通常在大量数据上进行训练，因此在评估它们时，一个主要的担忧是数据污染，即训练数据和评估数据集之间的重叠会夸大性能评估。虽然已经提出多种方法来识别数据污染，但这些方法依赖于可能在不同环境中不普遍适用的特定假设。为了填补这一空白，我们系统性回顾了47篇关于数据污染检测的论文，对基础假设进行了分类，并评估了这些假设是否得到了严格的验证。我们识别并分析了八类假设，并对其中的三种进行了案例研究。我们的分析表明，当用于预训练LLMs的实例分类时，基于这三种假设的检测方法的表现接近随机猜测，这表明当前的LLMs学习的是数据分布，而不是记忆单个实例。总的来说，这项工作强调了方法需要清楚地陈述其基础假设并跨多种场景测试其有效性的 importance。,傅玉娟,2024-10-24,2024-10-24,,N/A
2410.18965v1,矩阵分解中初始化的关键作用,http://arxiv.org/abs/2410.18965v1,这项工作重新审视了经典的低秩矩阵分解问题，并揭示了初始化在塑造此类非凸且非光滑优化问题的收敛速度方面的重要作用。我们引入了Nyström初始化方法，它显著提高了对称和非对称矩阵分解任务中规模化梯度下降（ScaledGD）的全局收敛性。具体来说，我们证明了带有Nyström初始化的ScaledGD在之前只知道线性收敛率的情况下实现了二次收敛。此外，我们将这种初始化方法扩展到了常用于微调基础模型的低秩适配器（LoRA）。我们的方法，即NoRA（LoRA与Nyström初始化），在大型语言模型和扩散模型中，从10亿到70亿参数的各种下游任务和模型规模上表现出优越的性能。,李 Bingcong,2024-10-24,2024-10-24,,N/A
2410.18963v1,"""OSCAR: 通过状态感知推理和重新规划操作系统的控制""",http://arxiv.org/abs/2410.18963v1,大型语言模型（LLMs）和大型跨模态模型（LMMs）在自动化复杂的任务，如网页浏览和游戏方面，已经显示出巨大的潜力。然而，它们在各种不同应用中的泛化能力仍然有限，这限制了它们更广泛的实际用途。为了解决这一挑战，我们提出了OSCAR：基于状态感知推理和重新规划的操作系统控制。OSCAR是一个通用代理，设计用于通过标准化的控制（如鼠标和键盘输入）自主导航和与各种桌面和移动应用程序交互，同时处理屏幕图像以执行用户指令。OSCAR将人类指令转化为可执行的Python代码，从而实现对图形用户界面（GUIs）的精确控制。为了增强稳定性和适应性，OSCAR作为一个状态机运行，配备了错误处理机制和动态任务重新规划，使其能够高效地根据实时反馈和异常进行调整。我们通过在桌面和移动平台上的广泛基准测试实验展示了OSCAR的有效性，它将复杂的工作流程转化为简单的自然语言命令，显著提高了用户生产力。我们的代码将在发表后开源。, Wang Xiaoqiang,2024-10-24,2024-10-24,,N/A
2410.18962v1,我在哪里，会看到什么：一种用于空间定位和视角预测的自回归模型,http://arxiv.org/abs/2410.18962v1,空间智能是指机器在空间和时间中感知、推理和行动的三维能力。近年来，大规模的自回归模型在各种推理任务上显示出了惊人的能力。然而，这些模型往往在空间推理的基本方面遇到困难，特别是在回答“我在哪里？”和“我将会看到什么？”这类问题上。虽然已经有一些尝试，但现有方法通常将这些问题视为单独的任务，未能捕捉到它们之间的内在联系。在这篇论文中，我们提出了一种新颖的自回归框架——生成性空间变换器（GST），它同时解决了空间定位和视角预测问题。我们的模型能从单张图像中估计相机的位置，并预测新相机位置下的视角，有效地弥合了空间意识和视觉预测之间的鸿沟。提出的创新相机标记化方法使模型能够以自回归的方式学习二维投影及其对应空间视角的联合分布。这种统一的训练范式表明，同时优化姿态估计和新视角合成可以首次在这两个任务中实现性能提升，强调了空间意识和视觉预测之间的内在联系。,陈俊毅,2024-10-24,2024-10-24,,N/A
2410.18959v1,"""语境至关重要：一个利用关键文本信息进行预测的基准""",http://arxiv.org/abs/2410.18959v1,预测在各个领域的决策制定中都是一项关键任务。虽然数值数据提供了基础，但它往往缺乏准确预测所需的关键上下文。人类预测者经常依赖额外的信息，如背景知识或限制条件，这些信息可以通过自然语言高效地传达。然而，现有预测模型能够有效整合这种文本信息的能力仍然是一个开放的问题。为了解决这个问题，我们引入了“Context is Key”（CiK），这是一个时间序列预测基准，它将数值数据与各种精心设计的文本上下文配对，要求模型同时整合这两种模态。我们评估了一系列方法，包括统计模型、时间序列基础模型和基于LLM的预测器，并提出了一种简单但有效的LLM提示方法，该方法在我们的基准测试中超过了所有其他测试方法。我们的实验突显了融入上下文信息的重要性，展示了使用基于LLM的预测模型时的惊人性能，同时也揭示了它们的一些关键缺陷。通过提供这个基准，我们的目标是推进多模态预测，促进既准确又易于具有不同技术专长的决策者使用的模型。基准可以在这个网址上查看：https://servicenow.github.io/context-is-key-forecasting/v0/。,安德鲁·罗伯特·威廉姆斯,2024-10-24,2024-10-24,https://github.com/servicenow/context-is-key-forecasting,0
2410.18958v1,稳定一致性调优：理解和提升一致性模型,http://arxiv.org/abs/2410.18958v1,扩散模型在生成质量上表现出色，但因去噪的迭代特性而速度较慢。相比之下，一致性模型这一新兴的生成模型家族以显著更快的采样速度达到了竞争力的性能。这些模型可以通过一致性蒸馏（利用预训练的扩散模型）或直接从原始数据进行一致性训练/微调进行训练。在这项工作中，我们提出了一种新的框架，通过将扩散模型的去噪过程建模为马尔科夫决策过程（MDP）并将一致性模型训练表述为通过时间差分（TD）学习的价值估计，来理解一致性模型。更重要的是，这一框架使我们能够分析当前一致性训练/微调策略的局限性。基于简单的一致性微调（ECT），我们提出了稳定一致性微调（SCT），它利用得分恒等性引入了方差减少学习。SCT在CIFAR-10和ImageNet-64等基准测试中带来了显著的性能提升。在ImageNet-64上，SCT实现了1步FID 2.42和2步FID 1.55，这是一致性模型的新SOTA（State-of-the-Art）。,王傅云,2024-10-24,2024-10-24,https://github.com/G-U-N/Stable-Consistency-Tuning,8
2410.18957v1,桥接编码器：解锁低资源代码中的语言鸿沟，充分发挥大语言模型潜力,http://arxiv.org/abs/2410.18957v1,大型语言模型（LLMs）在生成像Python这样的高资源编程语言（HRPLs）代码方面展现出强大的能力，但在处理像Racket或D这样的低资源编程语言（LRPLs）时则面临显著困难。这种性能差距加剧了数字鸿沟，阻碍了使用LRPLs的开发者平等地从LLM的进步中获益，进一步加剧了在未充分代表的编程社区中的创新不平等。虽然为LRPLs生成额外的训练数据有前景，但它面临两个主要挑战：手动注解劳动强度大、成本高，而LLM生成的LRPL代码质量往往欠佳。这个问题的根本原因在于自然语言到编程语言之间的鸿沟（NL-PL Gap），在LRPLs中尤为突出，因为它们缺乏对齐的数据。在本工作中，我们提出了一种名为Bridge-Coder的创新方法，它利用LLMs的内在能力来提升在LRPLs上的性能。我们的方法包含两个关键阶段：Bridge Generation，我们利用LLMs的通用知识理解、对HRPLs的熟练掌握以及上下文学习能力来创建高质量数据集。然后，我们应用Bridged Alignment，这会逐步改善NL指令与LRPLs之间的对齐。多个LRPLs的实验结果显示，Bridge-Coder显著提升了模型性能，证明了我们的方法的有效性和泛化能力。此外，我们对方法的关键组件进行了深入分析，为未来旨在解决与LRPLs相关挑战的工作提供了有价值的见解。,张继鹏,2024-10-24,2024-10-24,,N/A
2410.18956v1,大空间模型：端到端的无标定图像到语义3D,http://arxiv.org/abs/2410.18956v1,"从有限数量的图像中重建和理解3D结构是计算机视觉领域一个成熟的问题。传统的方法通常将这个任务分解成多个子任务，每个子任务都需要在不同的数据表示之间进行复杂的转换。例如，通过运动结构（SfM）进行密集重建，涉及到将图像转换为关键点，优化相机参数，以及估计结构。随后，需要精确的稀疏重建来进行进一步的密集建模，这随后会被输入到特定任务的神经网络中。这个多步骤的过程导致了显著的处理时间和工程复杂性的增加。

在本工作中，我们提出了大型空间模型（LSM），它能直接将未经摆拍的RGB图像处理为语义辐射场。LSM在一个单一的前向操作中同时估计几何形状、外观和语义，并且能够在新颖的视角下通过与语言交互生成多样的标签映射。利用基于Transformer的架构，LSM通过像素对齐的点图整合全局几何信息。为了增强空间属性回归，我们通过多尺度融合引入局部上下文聚合，提高了细小局部细节的准确性。为了解决3D语义标注数据的稀缺性，以及实现自然语言驱动的场景操纵，我们将一个预训练的2D语言基础分割模型整合到一个3D一致的语义特征场中。然后，一个高效的解码器参数化一组语义各向异性高斯分布，从而促进端到端的监督学习。

广泛的实验表明，LSM直接从未经摆拍的图像中统一了多个3D视觉任务，首次实现了实时的语义3D重建。",范志文,2024-10-24,2024-10-24,,N/A
2410.18955v1,BioMistral-NLU：通过指令微调实现更泛化的医疗语言理解,http://arxiv.org/abs/2410.18955v1,大型语言模型（LLMs）如ChatGPT在遵循指令的大型多样化语料库上进行了微调，能够泛化到新任务。然而，这些经过指令微调的LLMs在需要领域知识、细致文本理解及结构化数据提取的专业医学自然语言理解（NLU）任务中往往表现不佳。为了解决这一问题，我们：（1）提出了一种统一的提示格式，适用于7个重要的NLU任务，包括跨度提取和多选题问答（QA）；（2）编制了一个指令微调数据集MNLU-Instruct，利用了各种现有的开源医学NLU语料库；（3）通过在MNLU-Instruct上微调BioMistral，开发了可泛化的医学NLU模型BioMistral-NLU。我们在六个重要的NLU任务上评估了BioMistral-NLU，这些任务来自两个广泛采用的医学NLU基准：生物医学语言理解评估（BLUE）和生物医学语言理解与推理基准（BLURB）。实验结果显示，我们的BioMistral-NLU超越了原始的BioMistral，以及专有的LLMs——ChatGPT和GPT-4。我们的数据集无关提示策略和在多样化NLU任务上的指令微调提升了LLMs在广泛医学NLU任务中的泛化能力。我们的消融实验表明，即使总的训练实例数量保持不变，但在更广泛的任务上进行指令微调也能增强下游零样本泛化能力。,傅裕宛 Velvin Fu,2024-10-24,2024-10-24,,N/A
2410.18954v1,学习结构化压缩感知与自动资源分配,http://arxiv.org/abs/2410.18954v1,多维度数据采集通常需要大量时间和面临硬件及软件在数据存储和处理方面的重大挑战。传统的压缩感知中通常设计单一的压缩矩阵，而结构化压缩感知则产生针对特定维度的压缩矩阵，减少了需要优化的参数数量。最近，机器学习（ML）的进步使得基于任务的监督学习采样矩阵成为可能，尽管这需要复杂的下游模型。此外，通常通过启发式方法预先确定不同维度之间的采样资源分配。为了解决这些挑战，我们提出了一种基于信息理论的无监督学习策略——结构化压缩感知与自动资源分配（SCOSARA）。SCOSARA能自适应地在采样维度间分配样本，同时最大化费雪信息含量。以超声定位为案例研究，我们比较了SCOSARA与最先进的基于机器学习和贪婪搜索算法的表现。仿真结果表明，SCOSARA可以生成高质量的子采样矩阵，其Cramér-Rao下界值低于基准算法。此外，SCOSARA在可训练参数数量、计算复杂度和内存需求方面优于其他机器学习算法，同时能自动选择每个轴上的样本数量。,韩旺,2024-10-24,2024-10-24,,N/A
2410.18952v1,早期退出LLM中的动态词汇剪枝,http://arxiv.org/abs/2410.18952v1,增大语言模型（LLMs）的规模已被证明可以提升性能。然而，这也会导致推断过程变得更慢、成本更高。早期退出是一种有前景的策略，通过允许在中间层进行下一个词的预测，从而提高LLM推断的效率。但是，现代LLMs的庞大词汇量使得为退出决策所需的置信度估计计算代价高昂，抵消了效率提升。为了解决这个问题，我们提出在测试时针对每个词动态地裁剪词汇表。具体来说，词汇表在初始层之一进行裁剪，然后在后续的前向传播过程中使用更小的词汇表。我们的实验表明，这种事后动态词汇裁剪可以提高早期退出LLM的置信度估计效率，同时保持了竞争力的性能。,乔特·文森特,2024-10-24,2024-10-24,https://github.com/matteonulli/vocabulary_pruning,0
2410.18951v1,初期PIP-II束流电流监测器故障情况分析及束位监测器线性研究在CST Studio Suite中进行,http://arxiv.org/abs/2410.18951v1,使用非侵入式传感器和系统来测量粒子束特性是现代加速器控制系统的关键部分，因为它们能够在不影响束流质量的情况下提供实时的被动测量。通过模拟预测这些传感器在预期加速器条件下的行为和性能，可以确保在实际台架测试之前对传感器功能的信心。本文详述了使用CST Studio Suite软件开发的两种传感器模型的设计、测试和结果。一种是椭圆形大孔径束流位置监测器（BPM），对其垂直和水平位置信号的线性进行了分析。第二个模型是一种交流电流互感器（ACCT）束流电流监测器（BCM），用于查找BCM和束管法兰间隙中的潜在故障情况。应用了费米实验室质子改进计划II（PIP-II）加速器的束流条件，特别关注了BPM中的线性变化以及在BCM故障情况分析中使用频域技术。,阿·鲁兹基,2024-10-24,2024-10-24,,N/A
2410.18949v1,格点近似对非线性薛定谔方程（NLS）,http://arxiv.org/abs/2410.18949v1,在这篇论文中，我们证明了对于具有双频成分的$L^2$初值数据，离散NLS晶格模型的解会收敛到一个耦合的三次NLS系统的解。,欧阳志盟,2024-10-24,2024-10-24,,N/A
2410.18948v1,向原始黑洞、玻色子星和食星体的引力热化,http://arxiv.org/abs/2410.18948v1,"关于宇宙从膨胀结束到大爆炸核合成期间的宇宙历史，我们了解得非常少。各种有根据的模型预测，宇宙在那个早期阶段可能经历了物质主导的时期。我们证明，如果引起物质主导的粒子具有自我相互作用，它们可能会形成经历重力热坍缩的晕状结构。这一场景，理论上，提供了一种新颖的方法，可以在质量范围从1克到10^26克之间生成原始黑洞。我们还发现，gravothermal演化之后，不仅会形成黑洞。

特别是，我们发现粒子的数目改变型湮灭可以产生足够的热量来阻止重力热演化，从而形成一种“食人星”。同样，粒子的排斥性自我相互作用产生的压力可以在重力热演化过程中形成玻色子星。因此，我们的研究凸显了早期宇宙中的结构形成可能具有丰富的复杂性。",普拉纳杰·拉莱甘卡尔,2024-10-24,2024-10-24,,N/A
2410.18946v1,平稳层流的几何特性描述,http://arxiv.org/abs/2410.18946v1,"我们研究了欧拉方程在周期性通道或圆环上的稳态解。我们证明，如果这些流是层流（由闭合且非收缩的流线层叠而成，这些流线将区域划分），那么它们必须是平行流或圆周流。我们还表明，这些剪切流中的很大一部分与非剪切静止状态是孤立的。对于泊肃叶流$(v(y),0)=(y^2,0)$，我们的结果表明，在足够小的$C^2$邻域内，所有静止解都是剪切流。然后我们证明，如果$v(y)=y^n$，其中$n \geq 1$，那么在任何$C^{n-}$邻域内，存在平滑的非剪切稳态解、行波以及具有任意数量非共轭频率的准周期解。这证明了泊肃叶流附近的刚性是精确的。最后，我们证明在一般紧致的双连通区域上，边界上具有常数速度的层流欧拉稳态解也必须是平行流或圆周流，且区域为周期性通道或圆环。这表明自由边界的层流欧拉解必须具有欧几里得对称性。",西奥多·D·德里瓦斯,2024-10-24,2024-10-24,,N/A
2410.18945v1,Mosqlimate：一个提供自动化数据访问和 arbovirus 疾病预测模型的平台。,http://arxiv.org/abs/2410.18945v1,登革热是一种受气候影响、由蚊子传播的复杂疾病。了解目标人群的气候、环境和社会人口学特征对于构建预测场景的数据至关重要。已经应用了不同的数据集和方法来建立复杂的登革热预测模型，强调需要基于可复制的方法评估这些模型及其相对准确性。本工作的目标是描述并介绍 Mosqlimate，一个基于网络的平台，包括仪表板、数据存储、模型和预测注册，以及对虫媒病毒预测实践社区的支持。多个API端点提供开发数据访问，开放注册来自不同方法的预测模型，并共享虫媒病毒发病率的预测模型，促进建模者之间的互动，并通过概率评分进行不同注册模型性能的适当比较。与巴西虫媒病毒相关的流行病学、昆虫学、气候和社会人口学数据可供免费下载，同时提供完整文档。,法比安娜·甘姆,2024-10-24,2024-10-24,,N/A
2410.18944v1,路径引导的蒙特卡洛偏微分方程求解器,http://arxiv.org/abs/2410.18944v1,近年来，蒙特卡洛偏微分方程求解器在计算机图形学中引起了越来越多的关注，它们在各种应用中显示出了价值。尽管相比传统方法，它们具有避免离散化和允许局部评估等明显优势，但蒙特卡洛PDE求解器因其随机性而面临挑战，比如方差高和收敛速度慢。为了解决方差问题，我们从蒙特卡洛路径追踪中汲取灵感，将路径引导技术应用到“Walk on Stars”估计器中。具体来说，我们在“Walk on Stars”估计器的每一步中检查目标采样分布，对其进行参数化，并引入神经隐式表示来建模空间变化的引导分布。这种路径引导方法被实现为一个波前风格的PDE求解器，实验结果表明，它能有效地降低蒙特卡洛PDE求解器的方差。,黄天宇,2024-10-24,2024-10-24,,N/A
