Paper ID,Title,URL,Summary,First Author,Publish Date,Update Date,Code URL,Stars
2410.18967v1,Ferret-UI 2: Mastering Universal User Interface Understanding Across Platforms,http://arxiv.org/abs/2410.18967v1,"Building a generalist model for user interface (UI) understanding ischallenging due to various foundational issues, such as platform diversity,resolution variation, and data limitation. In this paper, we introduceFerret-UI 2, a multimodal large language model (MLLM) designed for universal UIunderstanding across a wide range of platforms, including iPhone, Android,iPad, Webpage, and AppleTV. Building on the foundation of Ferret-UI, Ferret-UI2 introduces three key innovations: support for multiple platform types,high-resolution perception through adaptive scaling, and advanced task trainingdata generation powered by GPT-4o with set-of-mark visual prompting. Theseadvancements enable Ferret-UI 2 to perform complex, user-centered interactions,making it highly versatile and adaptable for the expanding diversity ofplatform ecosystems. Extensive empirical experiments on referring, grounding,user-centric advanced tasks (comprising 9 subtasks $\times$ 5 platforms), GUIDEnext-action prediction dataset, and GUI-World multi-platform benchmarkdemonstrate that Ferret-UI 2 significantly outperforms Ferret-UI, and alsoshows strong cross-platform transfer capabilities.",Zhangheng Li,2024-10-24,2024-10-24,,N/A
2410.18966v1,Does Data Contamination Detection Work (Well) for LLMs? A Survey and Evaluation on Detection Assumptions,http://arxiv.org/abs/2410.18966v1,"Large language models (LLMs) have demonstrated great performance acrossvarious benchmarks, showing potential as general-purpose task solvers. However,as LLMs are typically trained on vast amounts of data, a significant concern intheir evaluation is data contamination, where overlap between training data andevaluation datasets inflates performance assessments. While multiple approacheshave been developed to identify data contamination, these approaches rely onspecific assumptions that may not hold universally across different settings.To bridge this gap, we systematically review 47 papers on data contaminationdetection, categorize the underlying assumptions, and assess whether they havebeen rigorously validated. We identify and analyze eight categories ofassumptions and test three of them as case studies. Our analysis reveals thatwhen classifying instances used for pretraining LLMs, detection approachesbased on these three assumptions perform close to random guessing, suggestingthat current LLMs learn data distributions rather than memorizing individualinstances. Overall, this work underscores the importance of approaches clearlystating their underlying assumptions and testing their validity across variousscenarios.",Yujuan Fu,2024-10-24,2024-10-24,,N/A
2410.18965v1,On the Crucial Role of Initialization for Matrix Factorization,http://arxiv.org/abs/2410.18965v1,"This work revisits the classical low-rank matrix factorization problem andunveils the critical role of initialization in shaping convergence rates forsuch nonconvex and nonsmooth optimization. We introduce Nystrom initialization,which significantly improves the global convergence of Scaled Gradient Descent(ScaledGD) in both symmetric and asymmetric matrix factorization tasks.Specifically, we prove that ScaledGD with Nystrom initialization achievesquadratic convergence in cases where only linear rates were previously known.Furthermore, we extend this initialization to low-rank adapters (LoRA) commonlyused for finetuning foundation models. Our approach, NoRA, i.e., LoRA withNystrom initialization, demonstrates superior performance across variousdownstream tasks and model scales, from 1B to 7B parameters, in large languageand diffusion models.",Bingcong Li,2024-10-24,2024-10-24,,N/A
2410.18963v1,OSCAR: Operating System Control via State-Aware Reasoning and Re-Planning,http://arxiv.org/abs/2410.18963v1,"Large language models (LLMs) and large multimodal models (LMMs) have showngreat potential in automating complex tasks like web browsing and gaming.However, their ability to generalize across diverse applications remainslimited, hindering broader utility. To address this challenge, we presentOSCAR: Operating System Control via state-Aware reasoning and Re-planning.OSCAR is a generalist agent designed to autonomously navigate and interact withvarious desktop and mobile applications through standardized controls, such asmouse and keyboard inputs, while processing screen images to fulfill usercommands. OSCAR translates human instructions into executable Python code,enabling precise control over graphical user interfaces (GUIs). To enhancestability and adaptability, OSCAR operates as a state machine, equipped witherror-handling mechanisms and dynamic task re-planning, allowing it toefficiently adjust to real-time feedback and exceptions. We demonstrate OSCAR'seffectiveness through extensive experiments on diverse benchmarks acrossdesktop and mobile platforms, where it transforms complex workflows into simplenatural language commands, significantly boosting user productivity. Our codewill be open-source upon publication.",Xiaoqiang Wang,2024-10-24,2024-10-24,,N/A
2410.18962v1,Where Am I and What Will I See: An Auto-Regressive Model for Spatial Localization and View Prediction,http://arxiv.org/abs/2410.18962v1,"Spatial intelligence is the ability of a machine to perceive, reason, and actin three dimensions within space and time. Recent advancements in large-scaleauto-regressive models have demonstrated remarkable capabilities across variousreasoning tasks. However, these models often struggle with fundamental aspectsof spatial reasoning, particularly in answering questions like ""Where am I?""and ""What will I see?"". While some attempts have been done, existing approachestypically treat them as separate tasks, failing to capture their interconnectednature. In this paper, we present Generative Spatial Transformer (GST), a novelauto-regressive framework that jointly addresses spatial localization and viewprediction. Our model simultaneously estimates the camera pose from a singleimage and predicts the view from a new camera pose, effectively bridging thegap between spatial awareness and visual prediction. The proposed innovativecamera tokenization method enables the model to learn the joint distribution of2D projections and their corresponding spatial perspectives in anauto-regressive manner. This unified training paradigm demonstrates that jointoptimization of pose estimation and novel view synthesis leads to improvedperformance in both tasks, for the first time, highlighting the inherentrelationship between spatial awareness and visual prediction.",Junyi Chen,2024-10-24,2024-10-24,,N/A
2410.18959v1,Context is Key: A Benchmark for Forecasting with Essential Textual Information,http://arxiv.org/abs/2410.18959v1,"Forecasting is a critical task in decision making across various domains.While numerical data provides a foundation, it often lacks crucial contextnecessary for accurate predictions. Human forecasters frequently rely onadditional information, such as background knowledge or constraints, which canbe efficiently communicated through natural language. However, the ability ofexisting forecasting models to effectively integrate this textual informationremains an open question. To address this, we introduce ""Context is Key"" (CiK),a time series forecasting benchmark that pairs numerical data with diversetypes of carefully crafted textual context, requiring models to integrate bothmodalities. We evaluate a range of approaches, including statistical models,time series foundation models, and LLM-based forecasters, and propose a simpleyet effective LLM prompting method that outperforms all other tested methods onour benchmark. Our experiments highlight the importance of incorporatingcontextual information, demonstrate surprising performance when using LLM-basedforecasting models, and also reveal some of their critical shortcomings. Bypresenting this benchmark, we aim to advance multimodal forecasting, promotingmodels that are both accurate and accessible to decision-makers with variedtechnical expertise. The benchmark can be visualized athttps://servicenow.github.io/context-is-key-forecasting/v0/ .",Andrew Robert Williams,2024-10-24,2024-10-24,https://github.com/servicenow/context-is-key-forecasting,0
2410.18958v1,Stable Consistency Tuning: Understanding and Improving Consistency Models,http://arxiv.org/abs/2410.18958v1,"Diffusion models achieve superior generation quality but suffer from slowgeneration speed due to the iterative nature of denoising. In contrast,consistency models, a new generative family, achieve competitive performancewith significantly faster sampling. These models are trained either throughconsistency distillation, which leverages pretrained diffusion models, orconsistency training/tuning directly from raw data. In this work, we propose anovel framework for understanding consistency models by modeling the denoisingprocess of the diffusion model as a Markov Decision Process (MDP) and framingconsistency model training as the value estimation through TemporalDifference~(TD) Learning. More importantly, this framework allows us to analyzethe limitations of current consistency training/tuning strategies. Built uponEasy Consistency Tuning (ECT), we propose Stable Consistency Tuning (SCT),which incorporates variance-reduced learning using the score identity. SCTleads to significant performance improvements on benchmarks such as CIFAR-10and ImageNet-64. On ImageNet-64, SCT achieves 1-step FID 2.42 and 2-step FID1.55, a new SoTA for consistency models.",Fu-Yun Wang,2024-10-24,2024-10-24,https://github.com/G-U-N/Stable-Consistency-Tuning,8
2410.18957v1,Bridge-Coder: Unlocking LLMs' Potential to Overcome Language Gaps in Low-Resource Code,http://arxiv.org/abs/2410.18957v1,"Large Language Models (LLMs) demonstrate strong proficiency in generatingcode for high-resource programming languages (HRPLs) like Python but strugglesignificantly with low-resource programming languages (LRPLs) such as Racket orD. This performance gap deepens the digital divide, preventing developers usingLRPLs from benefiting equally from LLM advancements and reinforcing disparitiesin innovation within underrepresented programming communities. While generatingadditional training data for LRPLs is promising, it faces two key challenges:manual annotation is labor-intensive and costly, and LLM-generated LRPL code isoften of subpar quality. The underlying cause of this issue is the gap betweennatural language to programming language gap (NL-PL Gap), which is especiallypronounced in LRPLs due to limited aligned data. In this work, we introduce anovel approach called Bridge-Coder, which leverages LLMs' intrinsiccapabilities to enhance the performance on LRPLs. Our method consists of twokey stages. Bridge Generation, where we create high-quality dataset byutilizing LLMs' general knowledge understanding, proficiency in HRPLs, andin-context learning abilities. Then, we apply the Bridged Alignment, whichprogressively improves the alignment between NL instructions and LRPLs.Experimental results across multiple LRPLs show that Bridge-Coder significantlyenhances model performance, demonstrating the effectiveness and generalizationof our approach. Furthermore, we offer a detailed analysis of the keycomponents of our method, providing valuable insights for future work aimed ataddressing the challenges associated with LRPLs.",Jipeng Zhang,2024-10-24,2024-10-24,,N/A
2410.18956v1,Large Spatial Model: End-to-end Unposed Images to Semantic 3D,http://arxiv.org/abs/2410.18956v1,"Reconstructing and understanding 3D structures from a limited number ofimages is a well-established problem in computer vision. Traditional methodsusually break this task into multiple subtasks, each requiring complextransformations between different data representations. For instance, densereconstruction through Structure-from-Motion (SfM) involves converting imagesinto key points, optimizing camera parameters, and estimating structures.Afterward, accurate sparse reconstructions are required for further densemodeling, which is subsequently fed into task-specific neural networks. Thismulti-step process results in considerable processing time and increasedengineering complexity.  In this work, we present the Large Spatial Model (LSM), which processesunposed RGB images directly into semantic radiance fields. LSM simultaneouslyestimates geometry, appearance, and semantics in a single feed-forwardoperation, and it can generate versatile label maps by interacting withlanguage at novel viewpoints. Leveraging a Transformer-based architecture, LSMintegrates global geometry through pixel-aligned point maps. To enhance spatialattribute regression, we incorporate local context aggregation with multi-scalefusion, improving the accuracy of fine local details. To tackle the scarcity oflabeled 3D semantic data and enable natural language-driven scene manipulation,we incorporate a pre-trained 2D language-based segmentation model into a3D-consistent semantic feature field. An efficient decoder then parameterizes aset of semantic anisotropic Gaussians, facilitating supervised end-to-endlearning. Extensive experiments across various tasks show that LSM unifiesmultiple 3D vision tasks directly from unposed images, achieving real-timesemantic 3D reconstruction for the first time.",Zhiwen Fan,2024-10-24,2024-10-24,,N/A
2410.18955v1,BioMistral-NLU: Towards More Generalizable Medical Language Understanding through Instruction Tuning,http://arxiv.org/abs/2410.18955v1,"Large language models (LLMs) such as ChatGPT are fine-tuned on large anddiverse instruction-following corpora, and can generalize to new tasks.However, those instruction-tuned LLMs often perform poorly in specializedmedical natural language understanding (NLU) tasks that require domainknowledge, granular text comprehension, and structured data extraction. Tobridge the gap, we: (1) propose a unified prompting format for 7 important NLUtasks, % through span extraction and multi-choice question-answering (QA), (2)curate an instruction-tuning dataset, MNLU-Instruct, utilizing diverse existingopen-source medical NLU corpora, and (3) develop BioMistral-NLU, ageneralizable medical NLU model, through fine-tuning BioMistral onMNLU-Instruct. We evaluate BioMistral-NLU in a zero-shot setting, across 6important NLU tasks, from two widely adopted medical NLU benchmarks: BiomedicalLanguage Understanding Evaluation (BLUE) and Biomedical Language Understandingand Reasoning Benchmark (BLURB). Our experiments show that our BioMistral-NLUoutperforms the original BioMistral, as well as the proprietary LLMs - ChatGPTand GPT-4. Our dataset-agnostic prompting strategy and instruction tuning stepover diverse NLU tasks enhance LLMs' generalizability across diverse medicalNLU tasks. Our ablation experiments show that instruction-tuning on a widervariety of tasks, even when the total number of training instances remainsconstant, enhances downstream zero-shot generalization.",Yujuan Velvin Fu,2024-10-24,2024-10-24,,N/A
2410.18954v1,Learning Structured Compressed Sensing with Automatic Resource Allocation,http://arxiv.org/abs/2410.18954v1,"Multidimensional data acquisition often requires extensive time and posessignificant challenges for hardware and software regarding data storage andprocessing. Rather than designing a single compression matrix as inconventional compressed sensing, structured compressed sensing yieldsdimension-specific compression matrices, reducing the number of optimizableparameters. Recent advances in machine learning (ML) have enabled task-basedsupervised learning of subsampling matrices, albeit at the expense of complexdownstream models. Additionally, the sampling resource allocation acrossdimensions is often determined in advance through heuristics. To address thesechallenges, we introduce Structured COmpressed Sensing with Automatic ResourceAllocation (SCOSARA) with an information theory-based unsupervised learningstrategy. SCOSARA adaptively distributes samples across sampling dimensionswhile maximizing Fisher information content. Using ultrasound localization as acase study, we compare SCOSARA to state-of-the-art ML-based and greedy searchalgorithms. Simulation results demonstrate that SCOSARA can producehigh-quality subsampling matrices that achieve lower Cram\'er-Rao Bound valuesthan the baselines. In addition, SCOSARA outperforms other ML-based algorithmsin terms of the number of trainable parameters, computational complexity, andmemory requirements while automatically choosing the number of samples peraxis.",Han Wang,2024-10-24,2024-10-24,,N/A
2410.18952v1,Dynamic Vocabulary Pruning in Early-Exit LLMs,http://arxiv.org/abs/2410.18952v1,"Increasing the size of large language models (LLMs) has been shown to lead tobetter performance. However, this comes at the cost of slower and moreexpensive inference. Early-exiting is a promising approach for improving theefficiency of LLM inference by enabling next token prediction at intermediatelayers. Yet, the large vocabulary size in modern LLMs makes the confidenceestimation required for exit decisions computationally expensive, diminishingthe efficiency gains. To address this, we propose dynamically pruning thevocabulary at test time for each token. Specifically, the vocabulary is prunedat one of the initial layers, and the smaller vocabulary is then usedthroughout the rest of the forward pass. Our experiments demonstrate that suchpost-hoc dynamic vocabulary pruning improves the efficiency of confidenceestimation in early-exit LLMs while maintaining competitive performance.",Jort Vincenti,2024-10-24,2024-10-24,https://github.com/matteonulli/vocabulary_pruning,0
2410.18951v1,Initial PIP-II Beam Current Monitor Fault Case Analyses & Beam Position Monitor Linearity Studies in CST Studio Suite,http://arxiv.org/abs/2410.18951v1,"The use of non-invasive sensors & systems to measure particle beamcharacteristics is a crucial part of modern accelerator control systems due totheir ability to return real time passive measurements without impacting thebeam quality. Simulations, which can predict these sensors' behaviour andperformance under anticipated accelerator conditions, are valuable tools toensure confidence in the sensors' functionality prior to a physical bench test.This paper details the design, testing, and results of two sensor modelsdeveloped using CST Studio Suite software. One model is an elliptical,large-aperture beam position monitor (BPM) for which vertical & horizontalposition signal linearity was analyzed. The second model is an AC currenttransformer (ACCT) beam current monitor (BCM), which was used to search forpotential fault cases within the BCM and beam pipe flange gaps. Fermilab ProtonImprovement Plan II (PIP-II) accelerator beam conditions were applied, andspecial focus is given to the discovery of linearity variations within the BPMas well as the use of frequency domain techniques in the BCM fault caseanalyses.",A. Rouzky,2024-10-24,2024-10-24,,N/A
2410.18949v1,Lattice Approximations to NLS,http://arxiv.org/abs/2410.18949v1,"In this paper, we prove that solutions of the discrete NLS lattice model for$L^2$ initial data with double frequency components converge to solutions of acoupled system of cubic NLS.",Zhimeng Ouyang,2024-10-24,2024-10-24,,N/A
2410.18948v1,"Gravothermalizing into primordial black holes, boson stars, and cannibal stars",http://arxiv.org/abs/2410.18948v1,"Very little is known about the cosmological history from after the end ofinflation until Big Bang Nucleosynthesis. Various well-motivated models predictthat the universe could have undergone a period of matter domination in thisearly epoch. We demonstrate that if the particles causing matter dominationhave self-interactions, they can form halos that undergo a gravothermalcollapse. This scenario, in principle, provides a novel way to produceprimordial black holes within the mass range of $1$ to $10^{26}$ g. We alsofind that it is not only black holes that can form in the aftermath of agravothermal evolution. In particular, we show that number-changingannihilations of the particles can create sufficient heat to halt thegravothermal evolution, thus forming a ""cannibal star"". Likewise, the pressurefrom the particle's repulsive self-interactions can form a boson star during agravothermal evolution. Thus, our study highlights that structure formation inthe early universe can have a rich complexity.",Pranjal Ralegankar,2024-10-24,2024-10-24,,N/A
2410.18946v1,A geometric characterization of steady laminar flow,http://arxiv.org/abs/2410.18946v1,"We study the steady states of the Euler equations on the periodic channel orannulus. We show that if these flows are laminar (layered by closednon-contractible streamlines which foliate the domain), then they must beeither parallel or circular flows. We also show that a large subset of theseshear flows are isolated from non-shear stationary states. For Poiseuille flow,$(v(y),0)=(y^2,0)$, our result shows that all stationary solutions in asufficiently small $C^2$ neighborhood are shear flows. We then show that if$v(y)=y^n$ with $n \geq 1$, then in any $C^{n-}$ neighborhood, there existsmooth non-shear steady states, traveling waves, and quasiperiodic solutions ofany number of non-commensurate frequencies. This proves the rigidity nearPoiseuille is sharp. Finally, we prove that on general compact doubly connecteddomains, laminar steady Euler flows with constant velocity on the boundary mustalso be either parallel or circular, and the domain a periodic channel or anannulus. This shows that laminar free boundary Euler solutions must haveEuclidean symmetry.",Theodore D. Drivas,2024-10-24,2024-10-24,,N/A
2410.18945v1,Mosqlimate: a platform to providing automatable access to data and forecasting models for arbovirus disease,http://arxiv.org/abs/2410.18945v1,"Dengue is a climate-sensitive mosquito-borne disease with a complextransmission dynamic. Data related to climate, environmental andsociodemographic characteristics of the target population are important forproject scenarios. Different datasets and methodologies have been applied tobuild complex models for dengue forecast, stressing the need to evaluate thesemodels and their relative accuracy grounded on a reproducible methodology. Thegoal of this work is to describe and present Mosqlimate, a web-based platformcomposed by a dashboard, a data store, model and rediction registries andsupport for a community of practice in arbovirus forecasting. Multiple APIendpoints give access to data for development, open registration of predictivemodels from different approaches and sharing of predictive models forarboviruses incidence, facilitating interaction between modellers and allowingfor proper comparison of the performance of different registered models, bymeans of probabilistic scores. Epidemiological, entomological, climatic andsociodemographic datasets related to arboviruses in Brazil, are freelyavailable for download, alongside full documentation.",Fabiana Ganem,2024-10-24,2024-10-24,,N/A
